SESSION_ID,CONSUMED_QUANTITY,DESCRIPTION
44100001134,32,LSHFO 0.5
44100001134,,LSMGO 0.5
44100001136,,ULSMGO 0.1
44100001136,49,LSHFO 0.5
44100001136,,LSMGO 0.5
44100001139,,ULSMGO 0.1
44100001139,34,LSHFO 0.5
44100001139,,LSMGO 0.5
44100001141,,ULSMGO 0.1
44100001141,35,LSHFO 0.5
44100001141,,LSMGO 0.5
44100001143,,ULSMGO 0.1
44100001143,34,LSHFO 0.5
44100001143,,LSMGO 0.5
44100001145,,ULSMGO 0.1
44100001145,40,LSHFO 0.5
44100001145,,LSMGO 0.5
44100001147,,ULSMGO 0.1
44100001147,49,LSHFO 0.5
44100001147,,LSMGO 0.5
44100001149,,ULSMGO 0.1
44100001149,52,LSHFO 0.5
44100001149,,LSMGO 0.5
44100001151,,ULSMGO 0.1
44100001151,49,LSHFO 0.5
44100001151,,LSMGO 0.5
44100001153,,ULSMGO 0.1
44100001153,27,LSHFO 0.5
44100001153,,LSMGO 0.5
44100001155,,ULSMGO 0.1
44100001155,55,LSHFO 0.5
44100001155,,LSMGO 0.5
44100001157,,ULSMGO 0.1
44100001157,39,LSHFO 0.5
44100001157,,LSMGO 0.5
44100001159,,ULSMGO 0.1
44100001159,40,LSHFO 0.5
44100001159,,LSMGO 0.5
44100001161,,ULSMGO 0.1
44100001161,42,LSHFO 0.5
44100001161,,LSMGO 0.5
44100001164,,ULSMGO 0.1
44100001164,42,LSHFO 0.5
44100001164,,LSMGO 0.5
44100001166,,ULSMGO 0.1
44100001166,49,LSHFO 0.5
44100001166,,LSMGO 0.5
44100001168,,ULSMGO 0.1
44100001168,46,LSHFO 0.5
44100001168,,LSMGO 0.5
44100001170,,ULSMGO 0.1
44100001170,26,LSHFO 0.5
44100001170,,LSMGO 0.5
44100001172,,ULSMGO 0.1
44100001172,37,LSHFO 0.5
44100001172,,LSMGO 0.5
44100001174,,ULSMGO 0.1
44100001174,37,LSHFO 0.5
44100001174,,LSMGO 0.5
44100001176,,ULSMGO 0.1
44100001176,33,LSHFO 0.5
44100001176,,LSMGO 0.5
44100001178,,ULSMGO 0.1
44100001178,31,LSHFO 0.5
44100001178,,LSMGO 0.5
44100001180,,ULSMGO 0.1
44100001180,37,LSHFO 0.5
44100001180,,LSMGO 0.5
44100001182,,ULSMGO 0.1
44100001182,37,LSHFO 0.5
44100001182,,LSMGO 0.5
44100001184,,ULSMGO 0.1
44100001184,49,LSHFO 0.5
44100001184,,LSMGO 0.5
44100001186,,ULSMGO 0.1
44100001186,29,LSHFO 0.5
44100001186,,LSMGO 0.5
44100001188,,ULSMGO 0.1
44100001188,22,LSHFO 0.5
44100001188,,LSMGO 0.5
44100001190,,ULSMGO 0.1
44100001190,28,LSHFO 0.5
44100001190,,LSMGO 0.5
44100001192,,ULSMGO 0.1
44100001192,32,LSHFO 0.5
44100001192,,LSMGO 0.5
44100001194,,ULSMGO 0.1
44100001194,22,LSHFO 0.5
44100001194,,LSMGO 0.5
44100001198,,ULSMGO 0.1
44100001198,3.2,LSHFO 0.5
44100001198,,LSMGO 0.5
44100001202,,ULSMGO 0.1
44100001202,,LSHFO 0.5
44100001202,,LSMGO 0.5
44100001206,,ULSMGO 0.1
44100001206,4,LSHFO 0.5
44100001206,,LSMGO 0.5
44100001210,0,ULSMGO 0.1
44100001210,0,LSHFO 0.5
44100001210,0,LSMGO 0.5
44100001351,,ULSMGO 0.1
44100001351,,LSHFO 0.5
44100001351,,LSMGO 0.5
44100001355,0,ULSMGO 0.1
44100001355,1.5,LSHFO 0.5
44100001355,0,LSMGO 0.5
44100001360,,ULSMGO 0.1
44100001360,,LSHFO 0.5
44100001360,,LSMGO 0.5
44100001364,,ULSMGO 0.1
44100001364,1,LSHFO 0.5
44100001364,,LSMGO 0.5
44100001368,,ULSMGO 0.1
44100001368,32,LSHFO 0.5
44100001368,,LSMGO 0.5
44100001370,,ULSMGO 0.1
44100001370,12,LSHFO 0.5
44100001370,,LSMGO 0.5
44100001372,,ULSMGO 0.1
44100001372,,LSHFO 0.5
44100001372,,LSMGO 0.5
44100001374,,ULSMGO 0.1
44100001374,,LSHFO 0.5
44100001374,,LSMGO 0.5
44100001376,,ULSMGO 0.1
44100001376,,LSHFO 0.5
44100001376,,LSMGO 0.5
44100001378,0.3,ULSMGO 0.1
44100001378,38,LSHFO 0.5
44100001378,0,LSMGO 0.5
44100001380,0.5,ULSMGO 0.1
44100001380,48,LSHFO 0.5
44100001380,0,LSMGO 0.5
44100001382,0.5,ULSMGO 0.1
44100001382,47.5,LSHFO 0.5
44100001382,0,LSMGO 0.5
44100001384,0.5,ULSMGO 0.1
44100001384,48,LSHFO 0.5
44100001384,0,LSMGO 0.5
44100001386,0.5,ULSMGO 0.1
44100001386,48,LSHFO 0.5
44100001386,0,LSMGO 0.5
44100001388,0.5,ULSMGO 0.1
44100001388,48,LSHFO 0.5
44100001388,0,LSMGO 0.5
44100001390,0.5,ULSMGO 0.1
44100001390,42,LSHFO 0.5
44100001390,,LSMGO 0.5
44100001392,0.5,ULSMGO 0.1
44100001392,41,LSHFO 0.5
44100001392,0,LSMGO 0.5
44100001394,0.5,ULSMGO 0.1
44100001394,42,LSHFO 0.5
44100001394,0,LSMGO 0.5
44100001396,0.5,ULSMGO 0.1
44100001396,48,LSHFO 0.5
44100001396,,LSMGO 0.5
44100001398,,ULSMGO 0.1
44100001398,10,LSHFO 0.5
44100001398,,LSMGO 0.5
44100001414,0.17,ULSMGO 0.1
44100001414,8,LSHFO 0.5
44100001414,,LSMGO 0.5
44100001418,0.11,ULSMGO 0.1
44100001418,20,LSHFO 0.5
44100001418,,LSMGO 0.5
44100001420,,ULSMGO 0.1
44100001420,25,LSHFO 0.5
44100001420,,LSMGO 0.5
44100001426,,ULSMGO 0.1
44100001426,1,LSHFO 0.5
44100001426,,LSMGO 0.5
44100001430,,ULSMGO 0.1
44100001430,,LSHFO 0.5
44100001430,,LSMGO 0.5
44100001432,,ULSMGO 0.1
44100001432,,LSHFO 0.5
44100001432,,LSMGO 0.5
44100001434,,ULSMGO 0.1
44100001434,,LSHFO 0.5
44100001434,,LSMGO 0.5
44100001436,,ULSMGO 0.1
44100001436,,LSHFO 0.5
44100001436,,LSMGO 0.5
44100001438,,ULSMGO 0.1
44100001438,,LSHFO 0.5
44100001438,,LSMGO 0.5
44100001442,,ULSMGO 0.1
44100001442,2,LSHFO 0.5
44100001442,,LSMGO 0.5
44100001446,0,ULSMGO 0.1
44100001446,0,LSHFO 0.5
44100001446,0,LSMGO 0.5
44100001450,,ULSMGO 0.1
44100001450,1,LSHFO 0.5
44100001450,,LSMGO 0.5
44100001454,,ULSMGO 0.1
44100001454,,LSHFO 0.5
44100001454,,LSMGO 0.5
44100001458,,ULSMGO 0.1
44100001458,2,LSHFO 0.5
44100001458,,LSMGO 0.5
44100001463,,ULSMGO 0.1
44100001463,36,LSHFO 0.5
44100001463,,LSMGO 0.5
44100001465,,ULSMGO 0.1
44100001465,42,LSHFO 0.5
44100001465,,LSMGO 0.5
44100001467,0,ULSMGO 0.1
44100001467,45,LSHFO 0.5
44100001467,0,LSMGO 0.5
44100001469,0,ULSMGO 0.1
44100001469,48,LSHFO 0.5
44100001469,0,LSMGO 0.5
44100001471,,ULSMGO 0.1
44100001471,40,LSHFO 0.5
44100001471,,LSMGO 0.5
44100001473,,ULSMGO 0.1
44100001473,48,LSHFO 0.5
44100001473,,LSMGO 0.5
44100001475,,ULSMGO 0.1
44100001475,3.5,LSHFO 0.5
44100001475,,LSMGO 0.5
44100001481,0,ULSMGO 0.1
44100001481,1,LSHFO 0.5
44100001481,0,LSMGO 0.5
44100001486,0,ULSMGO 0.1
44100001486,0,LSHFO 0.5
44100001486,0,LSMGO 0.5
44100001491,0,ULSMGO 0.1
44100001491,1,LSHFO 0.5
44100001491,0,LSMGO 0.5
44100001495,,ULSMGO 0.1
44100001495,46,LSHFO 0.5
44100001495,,LSMGO 0.5
44100001497,,ULSMGO 0.1
44100001497,45,LSHFO 0.5
44100001497,,LSMGO 0.5
44100001499,,ULSMGO 0.1
44100001499,44,LSHFO 0.5
44100001499,,LSMGO 0.5
44100001501,,ULSMGO 0.1
44100001501,45,LSHFO 0.5
44100001501,,LSMGO 0.5
44100001504,,ULSMGO 0.1
44100001504,44,LSHFO 0.5
44100001504,,LSMGO 0.5
44100001506,,ULSMGO 0.1
44100001506,27,LSHFO 0.5
44100001506,,LSMGO 0.5
44100001513,,ULSMGO 0.1
44100001513,5,LSHFO 0.5
44100001513,,LSMGO 0.5
44100001517,,ULSMGO 0.1
44100001517,,LSHFO 0.5
44100001517,,LSMGO 0.5
44100001519,,ULSMGO 0.1
44100001519,,LSHFO 0.5
44100001519,,LSMGO 0.5
44100001521,,ULSMGO 0.1
44100001521,,LSHFO 0.5
44100001521,,LSMGO 0.5
44100001525,,ULSMGO 0.1
44100001525,1.5,LSHFO 0.5
44100001525,,LSMGO 0.5
44100001529,0,ULSMGO 0.1
44100001529,0,LSHFO 0.5
44100001529,0,LSMGO 0.5
44100001534,,ULSMGO 0.1
44100001534,3,LSHFO 0.5
44100001534,,LSMGO 0.5
44100001539,,ULSMGO 0.1
44100001539,,LSHFO 0.5
44100001539,,LSMGO 0.5
44100001541,,ULSMGO 0.1
44100001541,,LSHFO 0.5
44100001541,,LSMGO 0.5
44100001545,,ULSMGO 0.1
44100001545,,LSHFO 0.5
44100001545,,LSMGO 0.5
44100001549,,ULSMGO 0.1
44100001549,2,LSHFO 0.5
44100001549,,LSMGO 0.5
44100001555,,ULSMGO 0.1
44100001555,,LSHFO 0.5
44100001555,,LSMGO 0.5
44100001561,,ULSMGO 0.1
44100001561,2.8,LSHFO 0.5
44100001561,,LSMGO 0.5
44100001565,0,ULSMGO 0.1
44100001565,36,LSHFO 0.5
44100001565,0.5,LSMGO 0.5
44100001567,0,ULSMGO 0.1
44100001567,48,LSHFO 0.5
44100001567,0,LSMGO 0.5
44100001569,0,ULSMGO 0.1
44100001569,46,LSHFO 0.5
44100001569,0,LSMGO 0.5
44100001572,,ULSMGO 0.1
44100001572,10,LSHFO 0.5
44100001572,,LSMGO 0.5
44100001578,,ULSMGO 0.1
44100001578,1,LSHFO 0.5
44100001578,,LSMGO 0.5
44100001582,,ULSMGO 0.1
44100001582,,LSHFO 0.5
44100001582,,LSMGO 0.5
44100001584,,ULSMGO 0.1
44100001584,,LSHFO 0.5
44100001584,,LSMGO 0.5
44100001588,,ULSMGO 0.1
44100001588,5,LSHFO 0.5
44100001588,,LSMGO 0.5
44100001592,,ULSMGO 0.1
44100001592,,LSHFO 0.5
44100001592,,LSMGO 0.5
44100001597,,ULSMGO 0.1
44100001597,1.5,LSHFO 0.5
44100001597,,LSMGO 0.5
44100001601,,ULSMGO 0.1
44100001601,6.5,LSHFO 0.5
44100001601,,LSMGO 0.5
44100001603,,ULSMGO 0.1
44100001603,38,LSHFO 0.5
44100001603,,LSMGO 0.5
44100001605,,ULSMGO 0.1
44100001605,41,LSHFO 0.5
44100001605,,LSMGO 0.5
44100001607,,ULSMGO 0.1
44100001607,40,LSHFO 0.5
44100001607,,LSMGO 0.5
44100001610,,ULSMGO 0.1
44100001610,19,LSHFO 0.5
44100001610,,LSMGO 0.5
44100001641,,ULSMGO 0.1
44100001641,2,LSHFO 0.5
44100001641,,LSMGO 0.5
44100001645,,ULSMGO 0.1
44100001645,,LSHFO 0.5
44100001645,,LSMGO 0.5
44100001649,,ULSMGO 0.1
44100001649,2,LSHFO 0.5
44100001649,,LSMGO 0.5
44100001653,,ULSMGO 0.1
44100001653,,LSHFO 0.5
44100001653,,LSMGO 0.5
44100001655,,ULSMGO 0.1
44100001655,,LSHFO 0.5
44100001655,,LSMGO 0.5
44100001659,,ULSMGO 0.1
44100001659,1,LSHFO 0.5
44100001659,,LSMGO 0.5
44100001663,,ULSMGO 0.1
44100001663,,LSHFO 0.5
44100001663,,LSMGO 0.5
44100001667,,ULSMGO 0.1
44100001667,1,LSHFO 0.5
44100001667,,LSMGO 0.5
44100001671,,ULSMGO 0.1
44100001671,3,LSHFO 0.5
44100001671,,LSMGO 0.5
44100001674,,ULSMGO 0.1
44100001674,42,LSHFO 0.5
44100001674,,LSMGO 0.5
44100001677,,ULSMGO 0.1
44100001677,42,LSHFO 0.5
44100001677,,LSMGO 0.5
44100001679,,ULSMGO 0.1
44100001679,18,LSHFO 0.5
44100001679,,LSMGO 0.5
44100001685,,ULSMGO 0.1
44100001685,3,LSHFO 0.5
44100001685,,LSMGO 0.5
44100001689,,ULSMGO 0.1
44100001689,,LSHFO 0.5
44100001689,,LSMGO 0.5
44100001691,,ULSMGO 0.1
44100001691,,LSHFO 0.5
44100001691,,LSMGO 0.5
44100001695,,ULSMGO 0.1
44100001695,3,LSHFO 0.5
44100001695,,LSMGO 0.5
44100001699,,ULSMGO 0.1
44100001699,,LSHFO 0.5
44100001699,,LSMGO 0.5
44100001705,,ULSMGO 0.1
44100001705,9,LSHFO 0.5
44100001705,,LSMGO 0.5
44100001709,,ULSMGO 0.1
44100001709,4.5,LSHFO 0.5
44100001709,,LSMGO 0.5
44100001711,,ULSMGO 0.1
44100001711,37,LSHFO 0.5
44100001711,,LSMGO 0.5
44100001713,,ULSMGO 0.1
44100001713,37,LSHFO 0.5
44100001713,,LSMGO 0.5
44100001715,,ULSMGO 0.1
44100001715,19,LSHFO 0.5
44100001715,,LSMGO 0.5
44100001721,0,ULSMGO 0.1
44100001721,5,LSHFO 0.5
44100001721,0,LSMGO 0.5
44100001725,0,ULSMGO 0.1
44100001725,0,LSHFO 0.5
44100001725,0,LSMGO 0.5
44100001729,,ULSMGO 0.1
44100001729,2,LSHFO 0.5
44100001729,,LSMGO 0.5
44100001734,,ULSMGO 0.1
44100001734,,LSHFO 0.5
44100001734,,LSMGO 0.5
44100001738,,ULSMGO 0.1
44100001738,6,LSHFO 0.5
44100001738,,LSMGO 0.5
44100001742,,ULSMGO 0.1
44100001742,,LSHFO 0.5
44100001742,,LSMGO 0.5
44100001747,,ULSMGO 0.1
44100001747,4,LSHFO 0.5
44100001747,,LSMGO 0.5
44100001751,,ULSMGO 0.1
44100001751,36,LSHFO 0.5
44100001751,,LSMGO 0.5
44100001753,,ULSMGO 0.1
44100001753,38,LSHFO 0.5
44100001753,,LSMGO 0.5
44100001755,,ULSMGO 0.1
44100001755,38,LSHFO 0.5
44100001755,,LSMGO 0.5
44100001757,,ULSMGO 0.1
44100001757,43,LSHFO 0.5
44100001757,,LSMGO 0.5
44100001759,,ULSMGO 0.1
44100001759,44,LSHFO 0.5
44100001759,,LSMGO 0.5
44100001761,,ULSMGO 0.1
44100001761,44,LSHFO 0.5
44100001761,,LSMGO 0.5
44100001763,,ULSMGO 0.1
44100001763,46,LSHFO 0.5
44100001763,,LSMGO 0.5
44100001765,,ULSMGO 0.1
44100001765,46,LSHFO 0.5
44100001765,,LSMGO 0.5
44100001767,,ULSMGO 0.1
44100001767,46,LSHFO 0.5
44100001767,,LSMGO 0.5
44100001769,,ULSMGO 0.1
44100001769,46,LSHFO 0.5
44100001769,,LSMGO 0.5
44100001771,,ULSMGO 0.1
44100001771,46,LSHFO 0.5
44100001771,,LSMGO 0.5
44100001773,,ULSMGO 0.1
44100001773,23,LSHFO 0.5
44100001773,,LSMGO 0.5
44100001779,,ULSMGO 0.1
44100001779,20,LSHFO 0.5
44100001779,,LSMGO 0.5
44100001781,,ULSMGO 0.1
44100001781,14,LSHFO 0.5
44100001781,,LSMGO 0.5
44100001783,,ULSMGO 0.1
44100001783,,LSHFO 0.5
44100001783,,LSMGO 0.5
44100001785,,ULSMGO 0.1
44100001785,,LSHFO 0.5
44100001785,,LSMGO 0.5
44100001787,0,ULSMGO 0.1
44100001787,9,LSHFO 0.5
44100001787,0,LSMGO 0.5
44100001789,0,ULSMGO 0.1
44100001789,0,LSHFO 0.5
44100001789,0,LSMGO 0.5
44100001791,,ULSMGO 0.1
44100001791,,LSHFO 0.5
44100001791,,LSMGO 0.5
44100001793,,ULSMGO 0.1
44100001793,,LSHFO 0.5
44100001793,,LSMGO 0.5
44100001795,,ULSMGO 0.1
44100001795,,LSHFO 0.5
44100001795,,LSMGO 0.5
44100001797,,ULSMGO 0.1
44100001797,,LSHFO 0.5
44100001797,,LSMGO 0.5
44100001799,,ULSMGO 0.1
44100001799,,LSHFO 0.5
44100001799,,LSMGO 0.5
44100001801,,ULSMGO 0.1
44100001801,4,LSHFO 0.5
44100001801,,LSMGO 0.5
44100001803,,ULSMGO 0.1
44100001803,12,LSHFO 0.5
44100001803,,LSMGO 0.5
44100001805,,ULSMGO 0.1
44100001805,17,LSHFO 0.5
44100001805,,LSMGO 0.5
44100001807,,ULSMGO 0.1
44100001807,1,LSHFO 0.5
44100001807,,LSMGO 0.5
44100001809,,ULSMGO 0.1
44100001809,,LSHFO 0.5
44100001809,,LSMGO 0.5
44100001811,,ULSMGO 0.1
44100001811,,LSHFO 0.5
44100001811,,LSMGO 0.5
44100001813,,ULSMGO 0.1
44100001813,,LSHFO 0.5
44100001813,,LSMGO 0.5
44100001815,,ULSMGO 0.1
44100001815,,LSHFO 0.5
44100001815,,LSMGO 0.5
44100001817,,ULSMGO 0.1
44100001817,,LSHFO 0.5
44100001817,,LSMGO 0.5
44100001819,,ULSMGO 0.1
44100001819,29,LSHFO 0.5
44100001819,,LSMGO 0.5
44100001822,0,ULSMGO 0.1
44100001822,3,LSHFO 0.5
44100001822,0,LSMGO 0.5
44100001827,,ULSMGO 0.1
44100001827,,LSHFO 0.5
44100001827,,LSMGO 0.5
44100001829,,ULSMGO 0.1
44100001829,,LSHFO 0.5
44100001829,,LSMGO 0.5
44100001831,,ULSMGO 0.1
44100001831,,LSHFO 0.5
44100001831,,LSMGO 0.5
44100001833,,ULSMGO 0.1
44100001833,,LSHFO 0.5
44100001833,,LSMGO 0.5
44100001835,,ULSMGO 0.1
44100001835,,LSHFO 0.5
44100001835,,LSMGO 0.5
44100001837,,ULSMGO 0.1
44100001837,,LSHFO 0.5
44100001837,,LSMGO 0.5
44100001839,,ULSMGO 0.1
44100001839,,LSHFO 0.5
44100001839,,LSMGO 0.5
44100001841,,ULSMGO 0.1
44100001841,,LSHFO 0.5
44100001841,,LSMGO 0.5
44100001846,,ULSMGO 0.1
44100001846,2,LSHFO 0.5
44100001846,,LSMGO 0.5
44100001851,,ULSMGO 0.1
44100001851,,LSHFO 0.5
44100001851,,LSMGO 0.5
44100001853,,ULSMGO 0.1
44100001853,,LSHFO 0.5
44100001853,,LSMGO 0.5
44100001855,,ULSMGO 0.1
44100001855,,LSHFO 0.5
44100001855,,LSMGO 0.5
44100001860,,ULSMGO 0.1
44100001860,,LSHFO 0.5
44100001860,,LSMGO 0.5
44100001862,,ULSMGO 0.1
44100001862,,LSHFO 0.5
44100001862,,LSMGO 0.5
44100001864,,ULSMGO 0.1
44100001864,,LSHFO 0.5
44100001864,,LSMGO 0.5
44100001866,,ULSMGO 0.1
44100001866,,LSHFO 0.5
44100001866,,LSMGO 0.5
44100001868,,ULSMGO 0.1
44100001868,,LSHFO 0.5
44100001868,,LSMGO 0.5
44100001871,,ULSMGO 0.1
44100001871,,LSHFO 0.5
44100001871,,LSMGO 0.5
44100001875,,ULSMGO 0.1
44100001875,4,LSHFO 0.5
44100001875,,LSMGO 0.5
44100001881,,ULSMGO 0.1
44100001881,0.001,LSHFO 0.5
44100001881,,LSMGO 0.5
44100001887,,ULSMGO 0.1
44100001887,4,LSHFO 0.5
44100001887,,LSMGO 0.5
44100001891,0,ULSMGO 0.1
44100001891,0,LSHFO 0.5
44100001891,0,LSMGO 0.5
44100001896,,ULSMGO 0.1
44100001896,2.5,LSHFO 0.5
44100001896,,LSMGO 0.5
44100001900,,ULSMGO 0.1
44100001900,32,LSHFO 0.5
44100001900,,LSMGO 0.5
44100001902,,ULSMGO 0.1
44100001902,40,LSHFO 0.5
44100001902,,LSMGO 0.5
44100001904,,ULSMGO 0.1
44100001904,40,LSHFO 0.5
44100001904,,LSMGO 0.5
44100001906,,ULSMGO 0.1
44100001906,29,LSHFO 0.5
44100001906,,LSMGO 0.5
44100001909,,ULSMGO 0.1
44100001909,28,LSHFO 0.5
44100001909,,LSMGO 0.5
44100001911,,ULSMGO 0.1
44100001911,18,LSHFO 0.5
44100001911,,LSMGO 0.5
44100001913,,ULSMGO 0.1
44100001913,36,LSHFO 0.5
44100001913,,LSMGO 0.5
44100001916,,ULSMGO 0.1
44100001916,35,LSHFO 0.5
44100001916,,LSMGO 0.5
44100001918,,ULSMGO 0.1
44100001918,35,LSHFO 0.5
44100001918,,LSMGO 0.5
44100001920,,ULSMGO 0.1
44100001920,35,LSHFO 0.5
44100001920,,LSMGO 0.5
44100001936,,ULSMGO 0.1
44100001936,35,LSHFO 0.5
44100001936,,LSMGO 0.5
44100001938,,ULSMGO 0.1
44100001938,9,LSHFO 0.5
44100001938,,LSMGO 0.5
44100001946,,ULSMGO 0.1
44100001946,,LSHFO 0.5
44100001946,,LSMGO 0.5
44100001948,,ULSMGO 0.1
44100001948,,LSHFO 0.5
44100001948,,LSMGO 0.5
44100001950,,ULSMGO 0.1
44100001950,,LSHFO 0.5
44100001950,,LSMGO 0.5
44100001954,0,ULSMGO 0.1
44100001954,5,LSHFO 0.5
44100001954,0,LSMGO 0.5
44100001961,,ULSMGO 0.1
44100001961,7.5,LSHFO 0.5
44100001961,,LSMGO 0.5
44100001967,,ULSMGO 0.1
44100001967,2.6,LSHFO 0.5
44100001967,,LSMGO 0.5
44100001974,,ULSMGO 0.1
44100001974,,LSHFO 0.5
44100001974,,LSMGO 0.5
44100001976,,ULSMGO 0.1
44100001976,,LSHFO 0.5
44100001976,,LSMGO 0.5
44100001981,,ULSMGO 0.1
44100001981,3,LSHFO 0.5
44100001981,,LSMGO 0.5
44100001986,,ULSMGO 0.1
44100001986,,LSHFO 0.5
44100001986,,LSMGO 0.5
44100001990,,ULSMGO 0.1
44100001990,2.8,LSHFO 0.5
44100001990,,LSMGO 0.5
44100001994,,ULSMGO 0.1
44100001994,13,LSHFO 0.5
44100001994,,LSMGO 0.5
44100001996,,ULSMGO 0.1
44100001996,35,LSHFO 0.5
44100001996,,LSMGO 0.5
44100001998,,ULSMGO 0.1
44100001998,37,LSHFO 0.5
44100001998,,LSMGO 0.5
44100002015,,ULSMGO 0.1
44100002015,16,LSHFO 0.5
44100002015,,LSMGO 0.5
44100002081,,ULSMGO 0.1
44100002081,,LSHFO 0.5
44100002081,,LSMGO 0.5
44100002085,,ULSMGO 0.1
44100002085,,LSHFO 0.5
44100002085,,LSMGO 0.5
44100002087,0,ULSMGO 0.1
44100002087,0,LSHFO 0.5
44100002087,0,LSMGO 0.5
44100002096,,ULSMGO 0.1
44100002096,3,LSHFO 0.5
44100002096,,LSMGO 0.5
44100002101,,ULSMGO 0.1
44100002101,,LSHFO 0.5
44100002101,,LSMGO 0.5
44100002104,,ULSMGO 0.1
44100002104,,LSHFO 0.5
44100002104,,LSMGO 0.5
44100002108,,ULSMGO 0.1
44100002108,,LSHFO 0.5
44100002108,,LSMGO 0.5
44100002112,,ULSMGO 0.1
44100002112,,LSHFO 0.5
44100002112,,LSMGO 0.5
44100002123,0,ULSMGO 0.1
44100002123,4,LSHFO 0.5
44100002123,0,LSMGO 0.5
44100002128,0.5,ULSMGO 0.1
44100002128,61,LSHFO 0.5
44100002128,,LSMGO 0.5
44100002134,,ULSMGO 0.1
44100002134,35,LSHFO 0.5
44100002134,,LSMGO 0.5
44100002146,,ULSMGO 0.1
44100002146,6,LSHFO 0.5
44100002146,,LSMGO 0.5
44100002150,,ULSMGO 0.1
44100002150,,LSHFO 0.5
44100002150,,LSMGO 0.5
44100002154,,ULSMGO 0.1
44100002154,3,LSHFO 0.5
44100002154,,LSMGO 0.5
44100002158,,ULSMGO 0.1
44100002158,,LSHFO 0.5
44100002158,,LSMGO 0.5
44100002160,,ULSMGO 0.1
44100002160,,LSHFO 0.5
44100002160,,LSMGO 0.5
44100002168,0,ULSMGO 0.1
44100002168,0,LSHFO 0.5
44100002168,0,LSMGO 0.5
44100002168,0,VLSHFO 0.1
44100002172,0,ULSMGO 0.1
44100002172,0,LSHFO 0.5
44100002172,0,LSMGO 0.5
44100002176,,ULSMGO 0.1
44100002176,,LSHFO 0.5
44100002176,,LSMGO 0.5
44100002180,,ULSMGO 0.1
44100002180,2,LSHFO 0.5
44100002180,,LSMGO 0.5
44100002184,,ULSMGO 0.1
44100002184,,LSHFO 0.5
44100002184,,LSMGO 0.5
44100002190,0,ULSMGO 0.1
44100002190,7,LSHFO 0.5
44100002190,0,LSMGO 0.5
44100002194,,ULSMGO 0.1
44100002194,11,LSHFO 0.5
44100002194,,LSMGO 0.5
44100002196,,ULSMGO 0.1
44100002196,25,LSHFO 0.5
44100002196,,LSMGO 0.5
44100002202,,ULSMGO 0.1
44100002202,,LSHFO 0.5
44100002202,,LSMGO 0.5
44100002204,,ULSMGO 0.1
44100002204,,LSHFO 0.5
44100002204,,LSMGO 0.5
44100002208,,ULSMGO 0.1
44100002208,5,LSHFO 0.5
44100002208,,LSMGO 0.5
44100002212,,ULSMGO 0.1
44100002212,,LSHFO 0.5
44100002212,,LSMGO 0.5
44100002220,0,ULSMGO 0.1
44100002220,7,LSHFO 0.5
44100002220,0,LSMGO 0.5
44100002230,,ULSMGO 0.1
44100002230,46,LSHFO 0.5
44100002230,,LSMGO 0.5
44100002232,0,ULSMGO 0.1
44100002232,12,LSHFO 0.5
44100002232,0,LSMGO 0.5
44100002238,,ULSMGO 0.1
44100002238,2,LSHFO 0.5
44100002238,,LSMGO 0.5
44100002242,,ULSMGO 0.1
44100002242,,LSHFO 0.5
44100002242,,LSMGO 0.5
44100002247,,ULSMGO 0.1
44100002247,1,LSHFO 0.5
44100002247,,LSMGO 0.5
44100002251,,ULSMGO 0.1
44100002251,,LSHFO 0.5
44100002251,,LSMGO 0.5
44100002255,0,ULSMGO 0.1
44100002255,0,LSHFO 0.5
44100002255,0,LSMGO 0.5
44100002259,,ULSMGO 0.1
44100002259,48,LSHFO 0.5
44100002259,,LSMGO 0.5
44100002261,,ULSMGO 0.1
44100002261,44,LSHFO 0.5
44100002261,,LSMGO 0.5
44100002263,,ULSMGO 0.1
44100002263,54,LSHFO 0.5
44100002263,,LSMGO 0.5
44100002269,,ULSMGO 0.1
44100002269,1,LSHFO 0.5
44100002269,,LSMGO 0.5
44100002273,,ULSMGO 0.1
44100002273,,LSHFO 0.5
44100002273,,LSMGO 0.5
44100002277,,ULSMGO 0.1
44100002277,2,LSHFO 0.5
44100002277,,LSMGO 0.5
44100002281,,ULSMGO 0.1
44100002281,,LSHFO 0.5
44100002281,,LSMGO 0.5
44100002289,,ULSMGO 0.1
44100002289,34,LSHFO 0.5
44100002289,,LSMGO 0.5
44100002292,,ULSMGO 0.1
44100002292,42,LSHFO 0.5
44100002292,,LSMGO 0.5
44100002294,,ULSMGO 0.1
44100002294,33,LSHFO 0.5
44100002294,,LSMGO 0.5
44100002296,,ULSMGO 0.1
44100002296,39,LSHFO 0.5
44100002296,,LSMGO 0.5
44100002302,0,ULSMGO 0.1
44100002302,1,LSHFO 0.5
44100002302,0,LSMGO 0.5
44100002308,,ULSMGO 0.1
44100002308,,LSHFO 0.5
44100002308,,LSMGO 0.5
44100002312,,ULSMGO 0.1
44100002312,2,LSHFO 0.5
44100002312,,LSMGO 0.5
44100002316,,ULSMGO 0.1
44100002316,,LSHFO 0.5
44100002316,,LSMGO 0.5
44100002320,,ULSMGO 0.1
44100002320,1,LSHFO 0.5
44100002320,,LSMGO 0.5
44100002324,,ULSMGO 0.1
44100002324,,LSHFO 0.5
44100002324,,LSMGO 0.5
44100002329,,ULSMGO 0.1
